Access_No,Title,Authors,Department,Rack_No,Matching_Access_No
1651,Operational amplifiers and linear integrated circu,"Coughlin, R F and Driscoll, F ",Telecommunication,N/A,N/A
1652,Operational amplifiers and linear integrated circu,"Coughlin, R F and Driscoll, F ",Telecommunication,N/A,N/A
1653,Operational amplifiers and linear integrated circu,"Coughlin, R F and Driscoll, F ",Telecommunication,N/A,N/A
1654,Operational amplifiers and linear integrated circu,"Coughlin, R F and Driscoll, F ",Telecommunication,N/A,N/A
1655,Operational amplifiers and linear integrated circu,"Coughlin, R F and Driscoll, F ",Telecommunication,N/A,N/A
1656,Integrated electronicss: analog and digital circui,"Millman, J & Halkias C.C.",Electronics,N/A,N/A
1657,Integrated electronicss: analog and digital circui,"Millman, J & Halkias C.C.",Electronics,N/A,N/A
1658,Integrated electronicss: analog and digital circui,"Millman, J & Halkias C.C.",Telecommunication,N/A,N/A
1659,Integrated electronicss: analog and digital circui,"Millman, J & Halkias C.C.",Telecommunication,N/A,N/A
166,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1660,Applications and design with analog integrated cir,Michael Jacob J,Electronics,N/A,N/A
1661,Applications and design with analog integrated cir,Michael Jacob J,Telecommunication,N/A,N/A
1662,Applications and design with analog integrated cir,Michael Jacob J,Electronics,N/A,N/A
1663,Applications and design with analog integrated cir,Michael Jacob J,Electronics,N/A,N/A
1664,Applications and design with analog integrated cir,Michael Jacob J,Telecommunication,N/A,N/A
1665,Graph Theory,Harary Frank,Mathematics,N/A,N/A
1666,Graph Theory,Harary Frank,Mathematics,N/A,N/A
1667,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1668,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1669,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
167,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1670,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1671,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1672,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1673,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1674,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1675,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1676,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1677,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1678,Modern digital electronics,"Jain, R.P.",Electronics,N/A,N/A
1679,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
168,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1680,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1681,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1682,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1683,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1684,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1685,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1686,Modern digital electronics,"Jain, R.P.",Telecommunication,N/A,N/A
1687,Principles of industrial instrumentation,"Patranabis, D",Electronics,N/A,N/A
1688,Principles of industrial instrumentation,"Patranabis, D",Electronics,N/A,N/A
1689,Principles of industrial instrumentation,"Patranabis, D",Electronics,N/A,N/A
169,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1690,Principles of industrial instrumentation,"Patranabis, D",Telecommunication,N/A,N/A
1691,Principles of industrial instrumentation,"Patranabis, D",Telecommunication,N/A,N/A
1692,Solid state pulse circuits,"Bell, David A",Electronics,N/A,N/A
1693,Solid state pulse circuits,"Bell, David A",Electronics,N/A,N/A
1694,Solid state pulse circuits,"Bell, David A",Electronics,N/A,N/A
1695,Solid state pulse circuits,"Bell, David A",Telecommunication,N/A,N/A
1696,Solid state pulse circuits,"Bell, David A",Telecommunication,N/A,N/A
1697,A computer laboratory referral for diploma and eng,"Jagadeesh, T.P. & Jayaram, M.A",Computer Science,N/A,N/A
1698,Optical communication,"Mukunda Rao, M",Electronics,N/A,N/A
1699,Strength of materials: A rudimentary approach,"Jayaram,M.A",Civil,N/A,N/A
17,Golden Maths Series Differential Calculus,Bali N P,Mathematics,N/A,N/A
170,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1700,Electronic devices,"Floyd, T.L.",Electronics,N/A,N/A
1701,Electric circuit fundamentals,"Floyd, T.L.",Telecommunication,N/A,N/A
1702,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1703,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1704,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1705,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1706,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1707,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1708,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1709,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
171,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1710,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1711,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1712,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1713,Chemistry in Engineering and technology,Kuriacose J C and Rajaram J,Chemistry,N/A,N/A
1714,Basic Electronics,"Punagin, R.P.",Electronics,N/A,N/A
1715,Engineering graphics: 100 solved problems with mod,"Srinivas, M.R.",Mechanical,N/A,N/A
1716,Engineering graphics: 100 solved problems with mod,"Srinivas, M.R.",Mechanical,N/A,N/A
1717,Engineering graphics: 100 solved problems with mod,"Srinivas, M.R.",Mechanical,N/A,N/A
1718,Linear integrated circuits and applications,"Venkataraman, Y",Electronics,N/A,N/A
1719,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
172,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1720,Basic Electronics,"Punagin, R.P.",Telecommunication,N/A,N/A
1721,I-deas master series: student guide,"Lawry, M.H.",General,N/A,N/A
1722,Theory and problems in Cobol programming,"Roy, M.K. & Dastidar, D",Computer Science,N/A,N/A
1723,Theory and problems in Cobol programming,"Roy, M.K. & Dastidar, D",Computer Science,N/A,N/A
1724,Theory and problems in Cobol programming,"Roy, M.K. & Dastidar, D",Information Science,N/A,N/A
1725,Theory and problems in Cobol programming,"Roy, M.K. & Dastidar, D",Information Science,N/A,N/A
1726,C projects,"Kanetkar, Yashavant",Computer Science,N/A,N/A
1727,C projects,"Kanetkar, Yashavant",Computer Science,N/A,N/A
1728,C projects,"Kanetkar, Yashavant",Computer Science,N/A,N/A
1729,C projects,"Kanetkar, Yashavant",Information Science,N/A,N/A
173,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1730,C projects,"Kanetkar, Yashavant",Computer Science,N/A,N/A
1731,"Programming the 80286, 80386, 80486 and pentium ba","Brey, Barry B",Computer Science,N/A,N/A
1732,"Programming the 80286, 80386, 80486 and pentium ba","Brey, Barry B",Computer Science,N/A,N/A
1733,"Programming the 80286, 80386, 80486 and pentium ba","Brey, Barry B",Computer Science,N/A,N/A
1734,"Programming the 80286, 80386, 80486 and pentium ba","Brey, Barry B",Information Science,N/A,N/A
1735,"Programming the 80286, 80386, 80486 and pentium ba","Brey, Barry B",Information Science,N/A,N/A
1736,Exploring C,"Kanetkar, Yashavant",Computer Science,N/A,N/A
1737,Exploring C,"Kanetkar, Yashavant",Computer Science,N/A,N/A
1738,Exploring C,"Kanetkar, Yashavant",Computer Science,N/A,N/A
1739,Exploring C,"Kanetkar, Yashavant",Information Science,N/A,N/A
174,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1740,Exploring C,"Kanetkar, Yashavant",Information Science,N/A,N/A
1741,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1742,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1743,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1744,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1745,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1746,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1747,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1748,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1749,1749,"Shivakumar, G.K.",Physics,N/A,N/A
175,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1750,Engineering physics,"Shivakumar, G.K.",Physics,N/A,N/A
1751,Design of the UNIX Operating System,Bach Maurice J,Computer Science,N/A,N/A
1752,Design of the UNIX Operating System,Bach Maurice J,Computer Science,N/A,N/A
1753,Design of the UNIX Operating System,Bach Maurice J,Computer Science,N/A,N/A
1754,Design of the UNIX Operating System,Bach Maurice J,Information Science,N/A,N/A
1755,Design of the UNIX Operating System,Bach Maurice J,Information Science,N/A,N/A
1756,Electromagnetic waves and radiating systems,"Jordan, E.C. & Balmain K.G.",Computer Science,N/A,N/A
1757,Electromagnetic waves and radiating systems,"Jordan, E.C. & Balmain K.G.",Computer Science,N/A,N/A
1758,Electromagnetic waves and radiating systems,"Jordan, E.C. & Balmain K.G.",Computer Science,N/A,N/A
1759,Electromagnetic waves and radiating systems,"Jordan, E.C. & Balmain K.G.",Information Science,N/A,N/A
176,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1760,Electromagnetic waves and radiating systems,"Jordan, E.C. & Balmain K.G.",Information Science,N/A,N/A
1761,Digital technology: principles and practice,Virendra Kumar,Electronics,N/A,N/A
1762,Digital technology: principles and practice,Virendra Kumar,Electronics,N/A,N/A
1763,Digital technology: principles and practice,Virendra Kumar,Electronics,N/A,N/A
1764,Digital technology: principles and practice,Virendra Kumar,Telecommunication,N/A,N/A
1765,Digital technology: principles and practice,Virendra Kumar,Telecommunication,N/A,N/A
1766,C programming language,"Kernighan, Brain W and Dennis ",Computer Science,N/A,N/A
1767,C programming language,"Kernighan, Brain W and Dennis ",Computer Science,N/A,N/A
1768,C programming language,"Kernighan, Brain W and Dennis ",Computer Science,N/A,N/A
1769,C programming language,"Kernighan, Brain W and Dennis ",Information Science,N/A,N/A
177,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1770,C programming language,"Kernighan, Brain W and Dennis ",Information Science,N/A,N/A
1771,C answer book,"Tondo, Clovis L and Scott E Gi",Computer Science,N/A,N/A
1772,C answer book,"Tondo, Clovis L and Scott E Gi",Computer Science,N/A,N/A
1773,C answer book,"Tondo, Clovis L and Scott E Gi",Computer Science,N/A,N/A
1774,C answer book,"Tondo, Clovis L and Scott E Gi",Information Science,N/A,N/A
1775,C answer book,"Tondo, Clovis L and Scott E Gi",Information Science,N/A,N/A
1776,Data communications,"Gupta, Prakash C",Computer Science,N/A,N/A
1777,Data communications,"Gupta, Prakash C",Computer Science,N/A,N/A
1778,Data communications,"Gupta, Prakash C",Computer Science,N/A,N/A
1779,Data communications,"Gupta, Prakash C",Information Science,N/A,N/A
178,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1780,Data communications,"Gupta, Prakash C",Information Science,N/A,N/A
1781,"Microprocessor architecture, programming and appli","Gaonkar, Ramesh S",Computer Science,N/A,N/A
1782,"Microprocessor architecture, programming and appli","Gaonkar, Ramesh S",Computer Science,N/A,N/A
1783,"Microprocessor architecture, programming and appli","Gaonkar, Ramesh S",Information Science,N/A,N/A
1784,"Microprocessor architecture, programming and appli","Gaonkar, Ramesh S",Information Science,N/A,N/A
1785,"Microprocessor architecture, programming and appli","Gaonkar, Ramesh S",Information Science,N/A,N/A
1786,Introduction to microprocessors,"Mathur, A.P.",Computer Science,N/A,N/A
1787,Introduction to microprocessors,"Mathur, A.P.",Computer Science,N/A,N/A
1788,Introduction to microprocessors,"Mathur, A.P.",Computer Science,N/A,N/A
1789,Introduction to microprocessors,"Mathur, A.P.",Computer Science,N/A,N/A
179,Higher Engineering Mathematics,Grewal B S,Mathematics,N/A,N/A
1790,Introduction to microprocessors,"Mathur, A.P.",Computer Science,N/A,N/A
1791,Introduction to microprocessors,"Mathur, A.P.",Information Science,N/A,N/A
1792,Introduction to microprocessors,"Mathur, A.P.",Information Science,N/A,N/A
1793,Introduction to microprocessors,"Mathur, A.P.",Information Science,N/A,N/A
